title,movie_id,tags
Trade,4170,"A Texas cop (Kevin Kline), whose own daughter might have been forced into sexual slavery, joins forces with a Mexican youth (Cesar Ramos) to find the boy's sister, who was abducted and forced into prostitution. Meanwhile, a Ukrainian woman who was promised a better life in America also becomes a victim. Drama Thriller usa sex brothersisterrelationship mexicocity border support insurancesalesman punter brother unitedstates–mexicobarrier sister humantrafficking rescue independentfilm criminal KevinKline CesarRamos PaulinaGaitán MarcoKreuzpaintner"
Cypher,10133,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale. Thriller ScienceFiction Mystery doublelife undercover lie wife company industry femmefatale conspiracy espionage memoryloss corporatecrime dystopicfuture hiddenidentity disorder dishonesty powerrelations mindandsoul uncovertruth mysteriouscharacter JeremyNortham LucyLiu NigelBennett VincenzoNatali"
Heaven is for Real,236751,"Heaven is for Real recounts the true story of a small-town father who must find the courage and conviction to share his son's extraordinary, life-changing experience with the world. Four-year-old Colton shares the details of his amazing journey with childlike innocence and speaks matter-of-factly about things that happened before his birth... things he couldn't possibly know. Drama basedonnovel faith basedontrueevents GregKinnear KellyReilly ConnorCorum RandallWallace"
Dancin' It's On,357837,"This coming of age Dance Film, in the spirit of Dirty Dancing, Karate Kid, and High School Musical - is about a young girl from Beverly Hills, Jennifer who is visiting her Father's Panama City Beach Hotel during Summer Break, and falls in love with a Young Boy, Ken who works as a Dishwasher. Even though both are from different backgrounds, they share the same passion... DANCE and partner with each other to enter the 2nd Annual Florida State-Wide Dance Contest. While preparing for the contest, Jennifer and Ken must overcome scheming dance partners, a meddling father, and their own doubts for their love to prevail. Drama Romance dancing competition hotel florida danceteacher WitneyCarson ChehonWespi-Tschopp GaryDaniels DavidWinters"
The Cry of the Owl,18530,"A young woman becomes inexplicably attracted to a man who is stalking her. When her boyfriend goes missing, the stalker is the immediate suspect, until a game of jealousy and betrayal turns deadly. Drama suspense PaddyConsidine JuliaStiles CarolineDhavernas JamieThraves"
Star Wars,11,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire. Adventure Action ScienceFiction android galaxy hermit deathstar lightsaber jedi rescuemission empire rebellion planet smuggler theforce spaceopera galacticwar stormtrooper totalitarianism MarkHamill HarrisonFord CarrieFisher GeorgeLucas
Dirty Grandpa,291870,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride. Comedy grandfathergrandsonrelationship grandfather roadtrip wedding retired pervert armygeneral sexcomedy ZacEfron RobertDeNiro JulianneHough DanMazer"
The Fighter,45317,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime. Drama sport irishamerican documentarycrew lowellmassachusetts bluecollarworker churchbells documentaryfilmmaking boxershorts jumpingrope shadowboxing duringcreditsstinger MarkWahlberg ChristianBale AmyAdams DavidO.Russell"
St. Trinian's,10748,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red. Comedy Family ScienceFiction solidarity snake exhibit musical shenanigan chaos receivingofstolengoods girls'boardingschool quizshow unorthodox debt principal anarchy groupoffriends duringcreditsstinger distillery TalulahRiley RupertEverett GemmaArterton BarnabyThompson OliverParker"
A Walk to Remember,10229,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon. Drama Romance basedonnovel theatregroup northcarolina theatremilieu highschool cancer comingofage tragiclove teenager starcrossedlovers MandyMoore ShaneWest PeterCoyote AdamShankman"
Saw VI,22804,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood. Horror Mystery aftercreditsstinger TobinBell CostasMandylor BetsyRussell KevinGreutert"
The Secret Life of Bees,12837,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past. Adventure womandirector DakotaFanning QueenLatifah JenniferHudson GinaPrince-Bythewood"
Brooklyn,167073,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries. Drama Romance lovetriangle basedonnovel homesickness vororte ship community marriage workingclass boardinghouse ireland brooklynnewyorkcity journey duallife irishimmigrant 1950s SaoirseRonan DomhnallGleeson EmoryCohen JohnCrowley"
Woman in Gold,304357,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis. Drama nazis basedontruestory art stolenpainting HelenMirren RyanReynolds TatianaMaslany SimonCurtis"
Brighton Rock,62728,"Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish. Drama Thriller Crime waitress riot gangwar nightmare prayer revenge gang brighton violence record AndySerkis HelenMirren JohnHurt RowanJoffe"
Jindabyne,4657,"Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. The story of a murder and a marriage - a film about the things that haunt us. Crime Drama Mystery Thriller smalltown fishing malefriendship australia marriagecrisis marriage friendship murder australianaborigine aboriginal aborigine LauraLinney GabrielByrne Deborra-LeeFurness RayLawrence"
Darkness,11056,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family. Horror lossofchild solareclipse hauntedhouse family psychopathy AnnaPaquin LenaOlin IainGlen JaumeBalagueró"
E.T. the Extra-Terrestrial,601,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien. ScienceFiction Adventure Family Fantasy farewell homesickness nasa extraterrestrialtechnology operation spacemarine lossoffather hidingplace ridingabicycle flyingsaucer prosecution halloween flowerpot finger single HenryThomas DrewBarrymore RobertMacNaughton StevenSpielberg"
In the Land of Women,13067,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street. Romance Comedy Drama infidelity party love cancer neighbor writer teenager illness flashback actress MegRyan KristenStewart AdamBrody JonKasdan"
Housefull,58051,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships. Drama Comedy Romance Foreign AkshayKumar RiteshDeshmukh DeepikaPadukone SajidKhan"
For Greater Glory - The True Story of Cristiada,96399,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country. History Drama duringcreditsstinger EvaLongoria AndyGarcía OscarIsaac DeanWright"
Good Will Hunting,489,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire. Drama baseball boston professor m.i.t. harvarduniversity ambition mathematics genius love friends janitor irish psychologist university courtroom flashback prodigy RobinWilliams MattDamon BenAffleck GusVanSant"
Bring It On,1588,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen. Comedy cheerleader sport highschool teenagegirl cheerleading cheeringcrowd duringcreditsstinger KirstenDunst JesseBradford ElizaDushku PeytonReed"
The Purge: Election Year,316727,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night. Action Horror Thriller dystopia sequel legalizedmurder ElizabethMitchell FrankGrillo MykeltiWilliamson JamesDeMonaco"
Saw IV,663,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences. Horror Thriller Crime ice victim pain games psychopath blood electricchair doctor torture violence policeofficer fbiagent femalecorpse TobinBell ScottPatterson CostasMandylor DarrenLynnBousman"
Bill & Ted's Excellent Adventure,1648,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together. Adventure Comedy ScienceFiction jealousy journeyinthepast sigmundfreud timetravel heavymetal socrates billythekid schoolpresentation rhinoceros phonebooth worldpeace past history metal bestfriend napoleonbonaparte KeanuReeves AlexWinter GeorgeCarlin StephenHerek"
The Best Exotic Marigold Hotel,74534,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age. Drama Comedy hotel basedonnovel india ensemblecast elderly jaipurindia personalgrowth outsourcing BillNighy MaggieSmith TomWilkinson JohnMadden"
The Boy,321258,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child. Horror Mystery Thriller suicide england fire countryhouse shower nanny mask boy murder mansion violence doll burnvictim secretpassageway brokenmirror lossofachild LaurenCohan RupertEvans JamesRussell WilliamBrentBell"
Devil,44040,A group of people trapped in a elevator realizes that the devil is among them. Horror Mystery Thriller claustrophobia trappedinanelevator ChrisMessina JacobVargas BojanaNovaković JohnErickDowdle
Dogma,1832,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind. Fantasy Comedy Adventure angel wisconsin churchservice church aftercreditsstinger duringcreditsstinger BenAffleck MattDamon LindaFiorentino KevinSmith"
Swimfan,20616,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more. Drama Thriller competition coma infidelity obsession bathing highschool femmefatale athlete hospital swimmer swimming troubledteen JesseBradford ErikaChristensen ShiriAppleby JohnPolson"
Pete's Dragon,294272,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon. Adventure Family Fantasy feralchild remake dragon orphan 1980s liveactionandanimation BryceDallasHoward OakesFegley WesBentley DavidLowery"
Sinister 2,283445,A young mother and her twin sons move into a rural house that's marked for death. Horror hauntedhouse sequel twins ShannynSossamon JamesRansone RobertDanielSloan CiaranFoy
The Fourth Kind,22824,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions. Mystery ScienceFiction Thriller brothersisterrelationship wheelchair hypnosis investigation cover-up ufo alaska disappearance hospital alienabduction patient psychotherapy fakedocumentary basedonsupposedlytruestory nomealaska fakedfootage audiocassette ancientastronaut anchoragealaska policefake duringcreditsstinger MillaJovovich WillPatton HakeemKae-Kazim OlatundeOsunsanmi"
Sugar Hill,39349,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City. Drama Action Thriller WesleySnipes MichaelWright DonaldFaison LeonIchaso"
Kit Kittredge: An American Girl,8359,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it. Comedy Drama Family cincinnati womandirector AbigailBreslin ChrisO'Donnell JuliaOrmond PatriciaRozema"
The Perfect Man,15648,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem. Comedy Drama Family Romance mother man-womanrelation single matchmaking singlemother catfishing HilaryDuff HeatherLocklear ChrisNoth MarkRosman"
One Direction: This Is Us,164558,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road. Documentary Music concert HarryStyles NiallHoran ZaynMalik MorganSpurlock"
The Gift,328425,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin. Thriller Mystery detective stalker gift bully psychologicalthriller JasonBateman RebeccaHall JoelEdgerton JoelEdgerton"
MacGruber,37931,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC. Action Adventure Comedy aftercreditsstinger duringcreditsstinger WillForte KristenWiig ValKilmer JormaTaccone"
Over Her Dead Body,13160,"After his fiancée, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship. Comedy diary romanticcomedy deathoflover spirit deathbyaccident psychic movingon EvaLongoria JasonBiggs LakeBell JeffLowell"
Cedar Rapids,52067,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers. Comedy hotel infidelity one-nightstand friendship swimmingpool drinking naive duringcreditsstinger AnneHeche EdHelms SigourneyWeaver MiguelArteta
American History X,73,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did. Drama usa neo-nazi prison skinhead brotherbrotherrelationship rape fascism brother basketball jail school swastika losangeles family hate neonazism xenophobia interracialfriendship nazism prisonrape EdwardNorton EdwardFurlong BeverlyD'Angelo TonyKaye"
Deuces Wild,13201,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York. Action Crime Drama Romance gang newyorkcity drugoverdose StephenDorff FairuzaBalk BradRenfro ScottKalvert"
"Run, Fatboy, Run",7942,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back. Comedy Romance fathersonrelationship newlove fiancé training rent jogging marathon wedding pregnancy SimonPegg ThandieNewton HankAzaria DavidSchwimmer"
Atlas Shrugged Part II,134371,"The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon. Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World. But, the motor is dead... there is no one left to decipher its secret... and, someone is watching. It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good. A motor that would power the World. A World whose motor would be stopped. Who is John Galt? Drama ScienceFiction Mystery aynrand SamanthaMathis JasonBeghe EsaiMorales JohnPutch"
Crash,1640,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption. Drama racepolitics daughter installer police fall carcrash racism losangeles bigotry socialservices collision SandraBullock DonCheadle MattDillon PaulHaggis"
Peaceful Warrior,13689,A chance encounter with a stranger changes the life of a college gymnast. Drama Romance ScottMechlowicz NickNolte AmySmart VictorSalva
Bucky Larson: Born to Be a Star,67911,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star. Comedy pornostar hollywood NickSwardson ChristinaRicci StephenDorff TomBrady
The Forest,329440,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared. Horror Thriller japan forest NatalieDormer TaylorKinney YukiyoshiOzawa JasonZada"
While We're Young,252512,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple. Comedy Drama Mystery father-in-law marriage documentaryfilmmaking hipster middleage documentaryfilmmaker generation-x generation-z psychedelicdrug BenStiller NaomiWatts AdamDriver NoahBaumbach
Spider,9613,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood. Drama Mystery Thriller secret asylum bedandbreakfastplace past psychopath RalphFiennes MirandaRichardson GabrielByrne DavidCronenberg"
Killer Joe,73567,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple). Crime Drama Thriller trailerpark gun texas deal psychopath sexualhumiliation money lingerie arson policedetective physicalabuse neo-noir burial pizzashop drugs MatthewMcConaughey EmileHirsch ThomasHadenChurch WilliamFriedkin
The Joneses,41479,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors. Comedy Drama independentfilm duringcreditsstinger DavidDuchovny DemiMoore AmberHeard DerrickBorte"
"War, Inc.",13191,"War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors. Action Adventure Comedy Thriller hitman politicalsatire JohnCusack HilaryDuff MarisaTomei JoshuaSeftel"
Imaginary Heroes,25350,"Matt Travis is good-looking, popular, and his school's best competitive swimmer, so everyone is shocked when he inexplicably commits suicide. As the following year unfolds, each member of his family struggles to recover from the tragedy with mixed results. Comedy Drama suicide suicidemission SigourneyWeaver RyanDonowho EmileHirsch DanHarris"
World's Greatest Dad,20178,"Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious -- Comedy Romance malenudity poetry adolescence lie nudity rejection highschool independentfilm teacher vulgarity student RobinWilliams AlexieGilmore DarylSabara BobcatGoldthwait"
Severance,5072,"Members (Danny Dyer, Laura Harris, Tim McInnerny) of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers. Horror Comedy Thriller willtosurvive killer forcedretirement defencecompany jumptheshark teambuilding DannyDyer LauraHarris TobyStephens ChristopherSmith"
Edmond,18191,"Seemingly mild-mannered businessman Edmond Burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life. Encounters with strangers and unsavory people weaken the barriers encompassing his long-suppressed rage, until Edmond explodes in violence. Drama Thriller newyork sex-shop prostitute sex fortuneteller underworld murder prejudice racism violence pawnshop bipolardisorder WilliamH.Macy JoeMantegna DeniseRichards StuartGordon"
The Open Road,24663,"Minor leaguer Carlton Garret takes an unexpected road trip to track down his estranged father, legendary baseball player Kyle Garret when Carlton’s mother becomes sick. Once reunited, Carlton struggles to deal with the series of misadventures caused by his father’s antics. Attempts at bonding come to a head as the mismatched duo make their way from Ohio back home to Houston to reunite the family. Comedy Drama Romance independentfilm JustinTimberlake JeffBridges KateMara MichaelMeredith"
Free Style,39055,"Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team. With the support of his loving mother, precocious little sister and new girlfriend, Cale proves against all odds that he has the heart, the willpower and the courage never to give up on his dream. Drama Family duringcreditsstinger CorbinBleu SandraEcheverría MadisonPettis WilliamDear"
The Reef,49787,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef. Drama Horror Thriller boat boataccident underwater shark greatwhiteshark AdriennePickering ZoeNaylor GytonGrantley AndrewTraucki
It's a Wonderful Afterlife,42057,"Indian mother Mrs Sethi's (Azmi) obsession with marrying off her daughter turns murderous. With jokes that routinely miss the mark and cringeworthy slapstick, this black comedy farce shouldn't work. Somehow, though, it does. (c) Empire Magazine Comedy Romance londonengland indianlead murder matchmaking ghost womandirector ShabanaAzmi GoldyNotay SendhilRamamurthy GurinderChadha"
Gunless,43090,"A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun-toting American cowboy, simply known as The Montana Kid, wanted for the alleged killing of seven men. A subsequent clarification reveals that his real name is Sean Rafferty, and he admits to killing, not seven, but eleven men. Things only get worse after Sean gets in the bad books of the local militia, and with armed bounty hunters hot on his trail, challenges the local unarmed blacksmith, Jack Smith, to a duel - wild west style! Written by rAjOo Drama Action Comedy Western gunslinger bountyhunter blacksmith duel wildwest SiennaGuillory TylerMane CallumKeithRennie WilliamPhillips"
Adventureland,16614,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world. Comedy comedy cheatingonpartner amusementpark summerjob carny marijuanajoint baldness pickingone'snose recklessdriving reconciliation pushingacar marijuanapipe ticketbooth scene raisedmiddlefinger jobseeking leavinghome druggedcookie duringcreditsstinger youngadult 1980s JesseEisenberg KristenStewart MartinStarr GregMottola"
You Only Live Twice,667,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent. Action Thriller Adventure londonengland japan england assassination helicopter vulkan assassin asia secretidentity nasa island russia missile warship ninjafighter secretbase secretmission secretorganization secretintelligenceservice phantom villain sumoringer volcano funeral space soldier killer secretservice blast SeanConnery AkikoWakabayashi KarinDor LewisGilbert
Volver,219,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them. Comedy Drama Romance childabuse rape fire sexualabuse madrid secret return solidarity village superstition crime death ghost abusivefather PenélopeCruz CarmenMaura LolaDueñas PedroAlmodóvar"
Gentlemen Broncos,22820,A teenager attends a fantasy writers' convention where he discovers his idea has been stolen by an established novelist. Action Comedy Thriller writing plagiarism independentfilm homeschooling aftercreditsstinger duringcreditsstinger MichaelAngarano SamRockwell CliveRevill JaredHess
Red Dog,66125,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master. Drama Comedy Family 1970s humananimalrelationship australia grief search dog death mourning basedontrueevents australianoutback dogmissing JoshLucas RachaelTaylor RohanNichol KrivStenders
Alien,348,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed. Horror Action Thriller ScienceFiction android countdown spacemarine spacesuit beheading dystopia biology cowardice spaceship space alien femaleprotagonist outerspace parasite h.r.giger xenomorph TomSkerritt SigourneyWeaver VeronicaCartwright RidleyScott"
Thunderball,660,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world. Adventure Action Thriller paris florida fighterpilot sanatorium secretorganization nuclearmissile coralreef bahamas scubadiving scuba britishsecretservice SeanConnery ClaudineAuger AdolfoCeli TerenceYoung
Detention,68684,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention. Horror Comedy ScienceFiction highschool murder slasher horrorspoof ShanleyCaswell JoshHutcherson SpencerLocke JosephKahn"
Set It Off,9400,"Four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery. Drama Action Crime singleparent bankrobber lastchance losangeles JadaPinkettSmith QueenLatifah VivicaA.Fox F.GaryGray"
Princess Kaiulani,39806,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour. Drama biography historicalfigure princess drama basedontruestory Q'oriankaKilcher BarryPepper WillPatton MarcForby"
Undiscovered,17926,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles. Comedy Romance independentfilm aspiringsinger singer losangeles KipPardue CarrieFisher ShannynSossamon MeiertAvis
Veronika Decides to Die,25968,"After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live. Drama Romance newyork sex asylum controversial independentfilm psychiatrist treatment womandirector mental SarahMichelleGellar DavidThewlis JonathanTucker EmilyYoung"
"Ultramarines: A Warhammer 40,000 Movie",52010,"A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there. Animation ScienceFiction TerenceStamp JohnHurt SeanPertwee MartynPick"
